,id,name,summary
2536,42895,Stardew Valley: Collector's Edition,"Chuckle Fish teamed up with 505 Games and ConcernedApe to produce this Collector’s Edition, which includes:

A copy of Stardew Valley for Xbox One or PlayStation 4
A disc containing the Collector’s Edition Soundtrack featuring 33 hand-picked tracks
Exclusive fold-out map of Stardew Valley, illustrated by Kari Fry
A Mini-Guidebook created by the artist and author of the full guidebook, Kari Fry"
2537,42898,FIFA 15: Ultimate Team Edition,"FIFA 15 (Ultimate Team Edition) in addition to the base game, FIFA 15, also contains: 
 
- 40 FUT Gold Packs 
- Adidas All-Star Team 
- Messi FUT Loan Player 
- Adidas Predator Boot Bundle 
- Historic Kit 
- Additional goal celebrations"
2538,42901,Watch Dogs 2: Gold Edition,"Use hacking as a weapon in the massive & dynamic open world of Watch Dogs 2. 
 
In 2016, ctOS 2.0, an advanced operating system networking city infrastructure, was implemented in several US cities to create a safer, more efficient metropolis. 
 
Play as Marcus Holloway, a brilliant young hacker living in the birthplace of the tech revolution, the San Francisco Bay Area. Team up with Dedsec, a notorious group of hackers, and expose the hidden dangers of ctOS 2.0, which, in the hands of corrupt corporations, is being wrongfully used to monitor and manipulate citizens on a massive scale. 
 
With the power of hacking and Dedsec by your side, launch the Hack of the Century, take down ctOS 2.0 and give freedom back to whom it belongs: the people."
2539,42902,Marvel Pinball: Epic Collection Vol. 1,"Includes several tables available to play: Spider-Man, Doctor Strange, Iron Man, Blade, Marvel's The Avengers, World War Hulk, Civil War, Marvel's Ant-Man, Venom and Fear Itself 
  Realistic pinball simulation featuring table designs based on immensely popular Marvel IPs. The player uses mechanical flippers to keep a ball in play. 
  Single player mode is the well known pinball gameplay, with game mode completion and asynchronous high score competition via Leaderboards being the primary goals. 
  Local Hot seat mimics the multiplayer feature found in real pinball tables, in which up to four players take turns, each one playing until a ball is lost. 
Local split-screen allows players to play simultaneously, with a time or score limit ending the game"
2540,42904,Onechanbara Z2: Chaos - Banana Split Limited Edition,"Zombie-Slaying Action has Never Looked So Good - The bikini samurai squad of Onechanbara return armed with a plethora of new moves and new Dare Drive or Xtasy demonic transformations for short bursts of intense power 
 Four Lovely Ladies, Four Unique Playing Styles - Each of the playable ladies has her own unique weapons and abilities, and players may tag-team among them on the fly or even perform team combos 
 Tons of Customization and Replay Options - Mission Mode provides specific challenges to complete, while skilled gameplay will unlock Yellow Orbs which can be exchanged for new gear and outfits to help earn a top spot in the online leaderboards 
 Dual-Language Voice-Acting Soundtrack - Players may choose whether to enjoy the gameplay experience with original Japanese voices or - for the first time in series history - a full English dub"
2541,42909,The Order: 1886 - Premium Edition,"The Order: 1886 - Premium Edition includes: 
 
13 inch “The Endless Duel” Statue 
Collectable Steelbook 
22 page Art Book with hidden compartment + Blackwater Vial with chain 
“Coat of Arms” Stickers 
 
Pre-Order DLC (Knight’s DLC) 
Official Soundtrack with Bonus Tracks 
Unreleased Behind-The-Scenes Footage"
2542,42915,Hitman: The Complete First Season - Steelbook Edition,"Released in a day one edition SteelBook, HITMAN: The Complete First Season will deliver the ultimate physical version of the game, with over 100 hours of gameplay. Featuring all of the Season One locations and episodes from the Prologue, France and Italy to Morocco, Thailand, USA and Japan. 
 
Included with HITMAN: The Complete First Season box is bonus downloadable content: 3 Bonus Missions Pack which includes The Icon and A House Built on Sand missions, plus the brand new upcoming Landslide mission. Original Soundtrack featuring the original game score. The ‘making of’ HITMAN documentary charting the journey from showing the game to our fans for the first time before E3 2015, through to the digital launch in 2016. HITMAN Requiem Blood Money Pack which includes the signature Blood Money white suit, white rubber duck and chrome ICA pistol. The PlayStation 4 version includes the 6 additional exclusive The Sarajevo Six missions. 
 
HITMAN: The Complete First Season features all of the locations, challenges, opportunities, Escalation Contracts created by the studio and Contracts created by the community. And it will give access to all upcoming Elusive Target live game events taking place after January 31st."
2543,42916,Rise of the Tomb Raider: 20 Year Celebration - Collector's Edition,"The Collector’s Edition contains:
- Rise of the Tomb Raider 20 Year Celebration PS4 game
- Limited Edition Art Book – Exclusive Art celebrating 20 Years of Tomb Raider
- 12” inch tall statue of Lara Croft
- Model of Lara’s Jade Necklace
- Replica of Lara’s in-game journal
- Collector’s Box"
2544,42917,Watch_Dogs: Gold Edition,"A PlayStation 4 exclusive edition that includes the Season Pass. 
 
Season Pass Includes: 
- Unique “Untouchables” skin and weapon. 
- See Watch Dogs through T-Bone’s eyes in an exciting campaign with new hacks, new settings, and a new story line. 
- A new mind bending Digital Trip. 
- More single-player side missions, weapons, and skins."
2545,42918,Dirt Rally PS VR,"As well as allowing you to drive any of the stunning Rally, Rallycross and Hillclimb cars in full VR, the update to DiRT Rally will enable a game-changing second player to join in on the fun. Using a DUALSHOCK 4® controller, the second player will take the on the role of co-driver – using the social screen to understand when to send calls to the driver using the DUALSHOCK 4 buttons and touchpad. Making those calls at the right time will be the difference between the driver hearing the correct information at the right time, so it's crucial that this is executed properly!"
2546,42920,Horizon Zero Dawn: Collector's Edition,"The plot revolves around Aloy, a hunter and archer living in a world overrun by robots. Having been cloistered her whole life, she sets out to discover the dangers that kept her sheltered. The character makes use of ranged, melee weapons and stealth tactics to combat the mechanised creatures, whose remains can also be looted for resources. A skill tree facilitates gameplay improvements. The game features an open world environment for Aloy to explore, divided into tribes that hold side quests to undertake, while the main story guides her throughout the whole world."
2547,42921,Tom Clancy's Rainbow Six Siege: Gold Edition,"The Gold Edition includes: 
The full base game. 
All 8 Operators from Year 1 (Frost, Buck, Valkyrie, Blackbeard, Caveira, Capitão, Hibana and Echo). 
Year 4 Pass 
 
Inspired by the reality of counter terrorist operatives across the world, Rainbow Six Siege invites players to master the art of destruction. Intense close quarters confrontations, high lethality, tactics, team play, and explosive action are at the center of the experience. The multiplayer gameplay of Rainbow Six Siege sets a new bar for intense firefights and expert strategy in the rich legacy of past Rainbow Six games."
2548,42922,The Witch and the Hundred Knight: Revival Edition - Limited Edition,"Two powerful witches have been battling one another for over a hundred years. Now, the Swamp Witch has unleashed the legendary Dark Knights, and seeks to destroy the Forest Witch once and for all! 
 
Adopting high-res, fully 3D environments and characters, as well as a dark fantasy world brought to life by Takehito Harada, The Witch and the Hundred Knights will deliver a brand-new action RPG experience from Nippon Ichi Software."
